Orthogroup	Acropora_digitifera	Acropora_millepora	Aiptasia_sp	Amplexidiscus_fenestrafer	Aurelia_aurita_ATL	Aurelia_aurita_PAC	Clytia_hemisphaerica	Dendronephthya_gigantea	Discosoma_sp	Fungia_spp	Galaxea_fascicularis	Goniastrea_aspera	Hydra_vulgaris	Montipora_capitata	Morbakka_virulenta	Nematostella_vectensis	Orbicella_faveolata	Pocillopora_damicornis	Pocillopora_meandrina	Pocillopora_verrucosa	Porites_evermanni	Porites_lobata	Porites_lutea	Porites_rus	Stylophora_pistillata	Total
OG0005064	0	1	1	1	3	1	0	1	1	1	1	1	3	2	1	2	3	1	1	1	2	1	1	1	1	32
OG0005065	0	1	1	1	4	2	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	32
OG0005066	0	1	1	1	1	2	1	7	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	0	1	32
OG0005067	0	1	1	1	1	2	1	1	1	1	1	1	1	2	4	1	1	1	1	1	1	1	1	4	1	32
OG0005068	0	1	1	1	1	3	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	32
OG0005069	0	1	1	2	3	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	32
OG0005070	0	0	6	0	0	0	0	0	4	2	0	1	0	0	0	2	0	7	2	0	1	0	0	1	6	32
OG0005071	0	0	1	0	0	0	0	0	0	8	2	2	0	1	0	2	2	0	1	0	4	3	2	4	0	32
OG0005072	0	0	1	1	2	4	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	32
OG0005073	0	0	1	4	0	0	0	0	2	5	1	3	0	7	0	0	0	0	0	1	4	3	1	0	0	32
OG0005074	0	0	2	1	1	1	1	2	1	1	1	1	2	1	1	1	6	1	1	1	1	1	1	2	1	32
OG0005075	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	13	1	2	1	3	3	1	2	0	32
OG0005076	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	1	0	4	5	1	4	6	3	0	0	32
OG0005077	0	0	0	1	11	2	2	0	5	0	1	3	0	0	0	0	0	0	0	0	3	2	0	2	0	32
OG0005078	0	0	0	0	11	19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	32
OG0005079	0	0	0	0	2	5	0	2	0	0	1	0	2	5	0	0	0	0	1	1	5	7	1	0	0	32
OG0005080	0	0	0	0	2	2	11	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	32
OG0005081	0	0	0	0	9	5	3	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0005082	0	0	0	0	0	0	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0005083	0	0	0	0	0	0	1	0	0	2	0	1	0	13	0	0	1	0	0	0	1	12	1	0	0	32
OG0005084	0	0	0	0	0	0	0	1	0	5	1	1	0	0	0	0	0	2	2	2	4	4	2	5	3	32
OG0005085	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	5	2	9	2	1	2	2	3	32
OG0005086	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	2	1	3	10	6	2	3	32
OG0005087	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	12	10	0	0	0	0	5	32
OG0005088	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0005089	0	0	0	0	0	0	0	0	0	0	0	0	11	0	21	0	0	0	0	0	0	0	0	0	0	32
OG0005090	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	32
OG0005091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	14	3	0	32
OG0005092	2	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	31
OG0005093	3	1	1	1	0	0	0	0	1	4	2	1	0	2	0	1	6	1	1	1	1	1	1	2	0	31
OG0005094	1	1	1	1	3	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005095	3	3	2	0	1	0	2	3	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	31
OG0005096	1	1	1	1	3	3	1	2	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	31
OG0005097	1	1	1	1	2	2	1	2	0	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	31
OG0005098	3	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005099	1	1	1	1	1	1	2	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	31
OG0005100	1	1	1	1	3	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	0	1	31
OG0005101	1	1	1	1	1	3	3	3	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005102	1	1	2	1	1	3	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	31
OG0005103	2	1	4	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005104	2	1	2	1	2	3	1	2	1	1	1	1	0	1	3	1	1	1	1	0	1	1	1	1	1	31
OG0005105	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	31
OG0005106	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	4	2	2	2	4	3	3	4	2	31
OG0005107	2	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	2	1	1	1	1	0	1	31
OG0005108	1	1	1	1	2	3	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	31
OG0005109	5	0	0	1	0	0	0	2	0	10	1	1	0	5	0	0	2	0	0	0	0	2	0	0	2	31
OG0005110	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	31
OG0005111	2	1	1	1	2	2	1	1	1	1	1	1	1	1	3	0	1	1	1	1	3	1	1	1	1	31
OG0005112	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	31
OG0005113	2	1	1	1	0	0	0	2	2	1	1	1	0	1	2	1	1	1	1	1	3	2	3	2	1	31
OG0005114	3	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	0	1	31
OG0005115	2	2	1	0	3	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	31
OG0005116	2	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	31
OG0005117	1	1	1	1	3	5	1	2	1	1	1	1	0	1	0	0	2	1	1	1	2	1	1	1	1	31
OG0005118	1	1	2	2	1	2	1	1	1	1	1	1	0	2	1	1	3	1	1	1	1	1	1	2	1	31
OG0005119	5	1	1	1	2	1	1	2	1	1	1	1	0	1	3	1	2	0	1	0	2	1	1	1	0	31
OG0005120	2	1	1	0	2	1	3	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	31
OG0005121	1	1	1	1	0	0	0	0	1	2	1	1	0	3	1	1	1	3	2	3	2	2	2	1	1	31
OG0005122	2	1	0	1	3	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	31
OG0005123	1	2	5	1	0	0	0	2	8	0	2	2	0	2	0	0	0	2	0	0	0	1	0	0	3	31
OG0005124	1	1	1	1	2	3	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	0	1	31
OG0005125	2	1	1	1	1	0	0	4	1	1	1	1	1	4	1	0	1	1	1	1	1	1	1	3	1	31
OG0005126	2	1	1	1	1	1	1	2	1	1	1	1	4	1	2	0	1	1	1	1	2	1	1	1	1	31
OG0005127	2	1	1	1	2	1	1	1	0	1	1	1	1	2	1	1	3	1	2	1	2	1	1	1	1	31
OG0005128	2	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	1	0	1	1	1	1	1	1	1	31
OG0005129	1	1	1	2	1	0	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	31
OG0005130	3	1	1	2	2	2	0	1	1	1	1	2	0	1	2	1	2	1	1	1	1	1	1	1	1	31
OG0005131	2	0	1	1	2	2	1	1	0	1	1	1	1	3	2	1	1	1	3	0	2	1	2	0	1	31
OG0005132	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	31
OG0005133	1	2	2	1	2	1	0	1	2	1	1	1	0	2	1	1	4	1	1	1	1	1	1	1	1	31
OG0005134	3	1	1	1	1	3	1	1	1	1	1	1	1	2	0	1	2	1	1	1	1	2	1	1	1	31
OG0005135	3	1	1	1	5	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	31
OG0005136	1	1	0	1	0	0	0	0	4	2	2	2	0	0	0	0	2	1	1	0	5	3	2	3	1	31
OG0005137	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	31
OG0005138	2	1	1	1	1	0	1	1	2	1	1	1	3	1	3	1	2	1	1	1	1	1	1	1	1	31
OG0005139	2	3	1	6	0	0	0	0	5	0	0	1	0	6	0	2	0	0	0	0	1	0	0	3	1	31
OG0005140	1	1	1	1	0	0	1	0	2	2	2	1	2	1	0	1	2	1	1	1	3	2	1	3	1	31
OG0005141	3	1	1	0	2	1	1	2	0	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	31
OG0005142	2	1	2	1	1	2	1	1	0	1	1	2	1	3	1	2	1	1	1	1	2	1	1	0	1	31
OG0005143	2	1	1	1	2	1	1	1	0	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	31
OG0005144	1	1	1	0	1	2	1	2	1	3	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	31
OG0005145	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	31
OG0005146	1	1	1	1	4	4	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	31
OG0005147	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	31
OG0005148	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	31
OG0005149	3	1	1	1	2	3	1	1	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	31
OG0005150	4	4	0	0	0	0	0	0	0	2	1	1	0	3	0	0	3	1	2	0	3	3	3	0	1	31
OG0005151	2	1	1	2	0	1	1	2	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005152	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	31
OG0005153	1	1	3	1	2	1	1	2	1	1	1	1	1	2	3	1	1	1	1	0	1	1	1	1	1	31
OG0005154	1	1	1	0	0	0	0	0	3	2	1	1	0	1	1	3	0	2	2	1	3	2	3	2	1	31
OG0005155	1	1	1	1	4	0	1	1	1	1	1	1	1	2	1	3	1	0	1	1	2	1	1	2	1	31
OG0005156	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	31
OG0005157	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	31
OG0005158	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	31
OG0005159	2	1	1	1	1	2	1	2	2	1	1	1	1	1	0	3	2	1	1	1	1	1	1	1	1	31
OG0005160	2	1	1	1	2	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	31
OG0005161	2	1	3	2	0	0	0	2	2	4	1	2	0	1	0	2	4	1	2	1	0	0	0	0	1	31
OG0005162	1	1	1	1	2	2	1	1	1	1	1	1	0	1	2	1	1	1	5	1	1	1	1	1	1	31
OG0005163	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	31
OG0005164	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	31
OG0005165	2	1	2	2	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	2	3	2	2	2	31
OG0005166	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	31
OG0005167	2	1	1	0	3	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	31
OG0005168	2	1	2	1	3	0	1	2	1	2	1	2	0	1	0	2	1	1	1	1	2	1	1	1	1	31
OG0005169	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	31
OG0005170	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	1	31
OG0005171	4	1	1	1	2	0	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	31
OG0005172	1	1	1	1	3	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	31
OG0005173	2	1	1	0	1	2	1	2	0	1	1	1	1	3	1	2	1	1	1	1	3	1	1	1	1	31
OG0005174	2	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	4	1	1	1	2	1	1	2	1	31
OG0005175	2	1	1	1	2	0	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	31
OG0005176	2	1	2	3	0	0	0	3	1	1	1	2	0	1	0	3	3	1	1	1	1	1	1	1	1	31
OG0005177	1	1	1	1	1	2	1	3	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	31
OG0005178	2	1	1	1	2	3	1	2	1	1	2	1	1	1	1	1	2	1	1	0	1	1	1	1	1	31
OG0005179	2	0	0	0	0	0	0	0	0	1	0	3	0	7	0	0	3	1	1	2	3	3	2	2	1	31
OG0005180	2	1	1	1	0	0	0	2	1	1	1	1	0	1	2	1	5	2	1	1	1	1	2	1	2	31
OG0005181	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	31
OG0005182	1	3	1	1	4	1	1	1	0	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005183	1	1	1	1	1	1	1	3	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	31
OG0005184	2	1	2	1	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	31
OG0005185	2	1	1	0	5	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	0	1	2	1	31
OG0005186	1	1	1	1	0	0	0	1	3	1	0	5	0	4	0	0	3	0	1	1	1	4	1	2	0	31
OG0005187	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	0	1	2	1	1	1	1	2	31
OG0005188	1	1	1	0	1	1	1	2	0	1	1	2	1	2	3	1	1	1	1	1	3	1	1	2	1	31
OG0005189	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	31
OG0005190	2	1	1	1	0	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	31
OG0005191	2	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	31
OG0005192	2	1	2	1	1	0	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1	1	1	1	1	31
OG0005193	3	1	1	2	0	1	0	3	2	1	2	1	0	1	1	1	1	1	1	1	1	1	2	2	1	31
OG0005194	2	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	31
OG0005195	1	2	1	1	3	0	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	31
OG0005196	2	1	1	0	2	5	1	0	1	2	1	1	0	1	2	1	1	1	1	1	1	1	2	1	1	31
OG0005197	2	1	0	1	3	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	31
OG0005198	1	1	2	1	2	0	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	31
OG0005199	6	1	2	2	0	0	0	0	1	1	1	1	0	0	0	3	3	0	1	1	2	1	2	2	1	31
OG0005200	1	1	2	1	3	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	31
OG0005201	2	1	1	1	3	0	0	2	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	31
OG0005202	1	1	1	0	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	31
OG0005203	2	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	31
OG0005204	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005205	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	31
OG0005206	1	1	1	1	3	1	1	4	1	1	1	1	0	2	1	1	0	1	1	1	2	1	2	1	1	31
OG0005207	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	31
OG0005208	1	1	1	1	3	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	31
OG0005209	2	1	2	1	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	3	1	1	2	1	31
OG0005210	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	31
OG0005211	3	1	1	0	2	2	1	2	0	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	31
OG0005212	3	1	1	1	0	0	0	1	1	3	1	1	0	2	0	0	1	1	2	1	2	2	2	4	1	31
OG0005213	2	0	1	2	0	0	1	2	1	2	1	1	1	4	1	2	1	1	1	1	2	1	1	1	1	31
OG0005214	1	1	0	1	0	0	0	0	0	11	0	9	0	2	0	0	0	1	1	0	0	1	0	1	2	31
OG0005215	2	1	1	1	3	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	31
OG0005216	1	1	1	1	3	3	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	31
OG0005217	1	1	1	1	1	4	0	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	31
OG0005218	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	31
OG0005219	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	31
OG0005220	1	1	1	2	2	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005221	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	2	1	1	1	1	3	2	2	1	1	31
OG0005222	1	1	4	0	1	0	2	3	1	1	1	2	3	1	1	1	1	1	1	0	1	1	1	1	1	31
OG0005223	1	1	2	1	0	0	0	2	0	1	1	1	0	2	0	4	2	1	1	1	3	1	3	2	1	31
OG0005224	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	0	2	1	1	0	1	1	1	2	1	31
OG0005225	2	1	1	1	3	0	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	0	1	31
OG0005226	3	1	1	3	0	0	0	1	1	2	1	1	0	2	0	1	1	1	1	1	2	2	2	3	1	31
OG0005227	2	1	1	1	1	0	1	1	2	1	2	1	1	2	1	1	3	1	1	1	2	1	1	2	0	31
OG0005228	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	31
OG0005229	1	1	1	1	2	4	1	1	1	1	1	1	3	1	0	1	2	1	1	1	1	1	1	1	1	31
OG0005230	2	1	2	1	4	0	1	1	0	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	31
OG0005231	2	1	1	1	5	2	1	2	0	0	1	1	1	1	0	0	3	1	1	1	2	1	1	1	1	31
OG0005232	4	3	0	2	0	0	1	0	4	0	0	1	0	13	0	0	1	0	0	0	0	0	0	2	0	31
OG0005233	1	1	1	1	3	1	1	2	1	2	1	1	0	1	3	2	1	1	1	1	1	1	1	1	1	31
OG0005234	2	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	0	1	31
OG0005235	2	1	1	2	0	0	0	1	3	1	1	1	0	1	0	2	2	1	1	1	4	1	1	3	1	31
OG0005236	1	1	1	1	2	0	1	1	1	1	2	1	0	1	2	1	4	2	1	1	2	1	1	1	1	31
OG0005237	3	1	1	0	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	31
OG0005238	1	1	1	0	2	4	1	1	1	1	1	1	4	1	1	2	1	0	1	1	1	1	1	1	1	31
OG0005239	1	1	1	1	3	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	31
OG0005240	3	2	0	0	0	0	0	0	1	2	2	2	0	2	0	0	2	1	1	1	1	3	3	3	2	31
OG0005241	1	1	2	1	1	1	1	2	1	2	1	1	0	1	3	2	2	1	1	1	1	1	1	1	1	31
OG0005242	1	1	3	1	1	1	0	3	2	1	1	1	0	1	2	2	2	1	1	1	1	1	1	1	1	31
OG0005243	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	31
OG0005244	1	1	2	1	3	3	1	1	1	1	1	1	0	1	2	1	2	1	1	1	1	1	1	1	1	31
OG0005245	1	1	1	0	1	2	2	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	31
OG0005246	2	1	1	2	1	0	1	1	4	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	31
OG0005247	1	1	1	1	3	0	1	1	1	1	1	1	1	2	4	0	3	1	1	1	1	1	1	1	1	31
OG0005248	1	1	1	1	3	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	31
OG0005249	1	1	2	1	3	0	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	31
OG0005250	1	1	1	2	1	0	2	4	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	31
OG0005251	1	1	1	1	3	0	1	1	1	1	1	1	2	1	2	1	4	1	1	1	1	1	1	1	1	31
OG0005252	1	1	1	1	1	0	1	1	1	1	1	1	3	4	2	1	1	1	1	1	2	1	1	1	1	31
OG0005253	1	1	1	1	0	0	0	4	2	3	1	2	0	1	0	3	1	2	1	1	2	1	1	1	1	31
OG0005254	3	1	0	0	1	0	1	1	1	1	2	1	2	2	2	1	2	1	1	0	3	2	1	1	1	31
OG0005255	3	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	31
OG0005256	1	1	1	1	3	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	31
OG0005257	1	1	2	1	1	1	2	5	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	31
OG0005258	1	1	1	1	3	1	1	2	1	1	1	1	0	2	4	1	1	1	1	1	1	1	1	1	1	31
OG0005259	1	1	1	0	0	0	0	0	0	2	2	1	0	7	0	1	1	0	0	0	5	3	1	5	0	31
OG0005260	1	1	1	1	1	0	1	2	1	2	1	1	3	2	1	1	1	1	1	1	3	1	1	1	1	31
OG0005261	1	1	1	1	2	0	0	1	1	2	1	2	0	2	2	1	3	1	1	1	3	1	1	1	1	31
OG0005262	2	1	1	1	3	2	0	2	2	1	1	1	0	1	1	0	3	1	1	1	2	1	2	1	0	31
OG0005263	1	1	1	0	2	2	1	1	0	1	1	2	0	4	1	1	2	1	1	1	2	2	1	1	1	31
OG0005264	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	31
OG0005265	1	1	1	2	0	0	0	1	1	3	2	1	2	1	0	1	2	2	1	1	2	2	1	2	1	31
OG0005266	1	1	1	1	2	2	2	2	0	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	31
OG0005267	2	1	1	1	1	4	0	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	31
OG0005268	1	1	1	2	1	1	2	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	31
OG0005269	2	1	0	0	0	0	0	0	1	3	3	6	0	2	0	0	0	1	2	1	3	2	1	1	2	31
OG0005270	2	1	1	1	2	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0005271	1	1	3	1	1	2	1	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	31
OG0005272	2	1	0	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	31
OG0005273	3	1	2	0	2	2	0	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	31
OG0005274	2	1	2	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	31
OG0005275	2	6	0	0	0	0	0	0	1	1	3	2	0	9	0	0	1	0	0	0	0	2	0	1	3	31
OG0005276	3	1	1	0	1	1	1	3	1	1	1	1	0	1	2	1	1	1	1	1	3	1	1	2	1	31
OG0005277	4	1	1	1	1	2	1	1	3	1	1	1	0	1	0	1	1	1	1	1	1	1	3	1	1	31
OG0005278	2	1	0	1	0	0	0	0	1	5	2	1	0	2	0	0	2	2	2	1	1	2	2	2	2	31
OG0005279	1	1	1	1	1	4	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	31
OG0005280	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	0	2	2	1	1	1	31
OG0005281	1	1	2	1	1	1	0	1	1	1	1	3	1	3	1	2	2	1	1	1	1	1	1	1	1	31
OG0005282	3	1	0	5	0	0	0	0	1	3	0	1	0	15	0	0	0	0	0	0	1	1	0	0	0	31
OG0005283	1	1	1	1	2	1	1	1	1	2	1	2	1	1	3	1	2	1	1	1	1	1	1	2	0	31
OG0005284	2	1	2	0	1	2	0	1	1	2	1	3	1	1	1	0	1	2	1	2	1	1	1	2	1	31
OG0005285	1	1	1	1	2	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	31
OG0005286	1	1	1	1	1	3	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	31
OG0005287	1	1	1	0	0	0	0	3	0	2	2	1	0	1	0	0	1	1	2	2	4	3	4	1	1	31
OG0005288	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	31
OG0005289	1	1	1	1	2	0	1	1	1	2	1	1	2	3	1	1	3	1	1	1	1	1	1	1	1	31
OG0005290	1	1	1	0	1	0	1	3	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	1	31
OG0005291	2	1	1	2	1	0	0	2	1	1	1	1	0	2	1	1	6	1	1	1	1	1	1	1	1	31
OG0005292	1	1	1	1	2	3	1	1	1	1	1	1	2	2	2	1	2	1	1	0	1	1	1	1	1	31
OG0005293	1	1	1	1	5	5	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0	31
OG0005294	1	1	3	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	31
OG0005295	2	1	1	1	1	3	2	1	1	1	2	1	1	1	2	0	2	1	1	1	1	1	1	1	1	31
OG0005296	2	1	0	1	2	4	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	31
OG0005297	1	1	2	1	1	0	0	2	2	1	1	1	0	4	2	2	1	1	1	1	1	1	1	2	1	31
OG0005298	1	1	1	1	5	3	0	2	3	1	1	1	4	0	0	1	1	1	1	0	1	0	1	0	1	31
OG0005299	1	1	1	0	3	4	1	1	2	1	1	2	0	2	2	1	1	1	1	0	1	1	1	1	1	31
